tranche_id,developer,project,tech,capacity_gw,stated_on,concall,target_period,status,confidence,source,source_url,note
VIKRAM-CELL-TN,Vikram Solar,"Gangaikondan 12 GW cell facility (Tamil Nadu)",cell,12.0,2026-06-16,Mgmt guidance (Jun 2026),Q3FY27,on-track,high,pv magazine India,https://www.pv-magazine-india.com/2026/06/16/vikram-solar-to-commission-9-gw-pv-cell-manufacturing-capacity-by-december-2026/,"First phase re-cut to 9 GW targeted by Dec 2026, with the remaining 3 GW (to 12 GW) pushed to FY28."
WEBSOL-CELL-FALTA,Websol Energy Systems,"Falta TOPCon cell, Phase II to 1.2 GW (West Bengal)",cell,1.2,2025-09-15,Phase II commissioning,Q2FY26,commissioned,high,Mercom India,https://www.mercomindia.com/websol-doubles-solar-cell-manufacturing-capacity-to-1-2-gw,"Second line commissioned Sep 2025, doubling cell capacity from 0.6 to 1.2 GW."
WEBSOL-CELL-FALTA-P3,Websol Energy Systems,"Falta Phase III 2 GW cell (West Bengal)",cell,2.0,2025-09-02,Board approval (Sep 2025),Q1FY28,on-track,medium,Business Standard,https://www.business-standard.com/markets/capital-market-news/websol-energy-system-approves-capacity-expansion-with-investment-of-rs-3-000-cr-125090200234_1.html,"Rs 3,000 cr Phase III to add 2 GW cell + 2 GW module by June 2027."
EMMVEE-CELL-ITIR,Emmvee Photovoltaic Power,"ITIR Phase-II integrated cell line (Bengaluru)",cell,6.0,2026-05-01,FY26 update / DRHP,Q4FY27,on-track,medium,SaurEnergy,https://www.saurenergy.com/solar-energy-news/emmvee-targets-commissioning-of-new-solar-cell-line-by-fy27-end-plans-9-gw-ingot-wafer-expansion-11821087,"New cell line at the 6 GW integrated ITIR-II facility targeted for end-FY27; total cell capacity to reach ~8.9 GW. Capacity and stated date approximate."
JUPITER-CELL-NAGPUR,Jupiter International,"Nagpur 3 GW TOPCon cell fab (Maharashtra)",cell,3.0,2026-02-12,Company update (2026),Q3FY27,on-track,medium,SaurEnergy,https://www.saurenergy.com/solar-energy-news/jupiter-international-commissions-3rd-solar-cell-manufacturing-unit-11095939,"3 GW TOPCon++ Nagpur fab guided for commissioning by end-2026 (separate from Baddi cell lines). Date approximate."
ALPEX-CELL-KOSI,Alpex Solar,"Kosi Kotwan 2.2 GW TOPCon cell (Uttar Pradesh)",cell,2.2,2025-10-30,Project PR (Oct 2025),Q1FY27,on-track,high,pv magazine,https://www.pv-magazine.com/2025/10/30/indias-alpex-solar-to-build-2-2-gw-g12r-topcon-cell-facility/,"Plan: 1.4 GW G12R TOPCon trial production in Q1 FY27, remaining 0.8 GW within ~6 months."
ALPEX-CELL-KOSI,Alpex Solar,"Kosi Kotwan 2.2 GW TOPCon cell (Uttar Pradesh)",cell,2.2,2026-05-26,Q4 FY26 concall,Q2FY27,on-track,high,SaurEnergy,https://www.saurenergy.com/solar-energy-news/alpex-solar-plans-to-commission-22-gw-solar-cell-plant-within-90-days-11875411,"Switched from phased ramp to commissioning the full 2.2 GW simultaneously within 90 days (~Aug 2026)."
SAATVIK-CELL-ODISHA,Saatvik Green Energy,"Odisha 4.8 GW cell, integrated facility",cell,4.8,2026-02-01,Groundbreaking / FY26 update,Q3FY28,on-track,medium,PV Tech,https://www.pv-tech.org/saatvik-solar-4-8gw-solar-cell-4gw-module-manufacturing-india/,"Integrated 4.8 GW cell + 4 GW module in Odisha with cell line targeted by end-2027; company separately guides first cell output by Oct 2026. Date approximate."
RAYZON-CELL-SURAT,Rayzon Solar,"Kathvada/Surat 3.5 GW TOPCon cell (Gujarat)",cell,3.5,2026-03-01,IPO DRHP (2026),Q3FY27,on-track,medium,Mercom India,https://www.mercomindia.com/rayzon-solar-files-for-%E2%82%B915-billion-ipo-to-use-funds-for-cell-manufacturing,"3.5 GW TOPCon cell plant to be IPO-funded, with production guided from ~Nov 2026 (FY27). Date approximate."
GOLDI-CELL-NANABORSARA,Goldi Solar,"Nana Borsara 1.2 GW TOPCon cell line (Gujarat)",cell,1.2,2024-10-07,Company guidance (Oct 2024),Q2FY26,on-track,medium,pv magazine India,https://www.pv-magazine-india.com/2024/10/07/goldi-solar-to-start-pv-cell-production-from-mid-2025/,"Guided first cell production from mid-2025."
GOLDI-CELL-NANABORSARA,Goldi Solar,"Nana Borsara 1.2 GW TOPCon cell line (Gujarat)",cell,1.2,2025-06-01,Status update (2025),Q4FY26,delayed,medium,SaurEnergy,https://www.saurenergy.com/solar-energy-news/goldi-solar-plans-indias-largest-solar-cell-plant-but-where-it-stands-now-10799114,"First 1.2 GW line pushed to ~March 2026 from the earlier mid-2025 guidance. Date approximate."
GREW-CELL-MP,Grew Energy (Grew Solar),"Narmadapuram 3 GW cell (Madhya Pradesh)",cell,3.0,2025-09-01,Project announcement (2025),Q3FY27,at-risk,low,Mercom India,https://www.mercomindia.com/grew-solar-to-set-up-3-gw-cell-and-module-facility-in-madhya-pradesh,"3 GW cell (aspiration to 8 GW) in MP; cell timeline end-2026 is aspirational while ingot/wafer only lands by 2028. Low confidence on quarter."
SOLEX-CELL-GUJARAT,Solex Energy,"Gujarat 2 GW TOPCon cell, two 1 GW phases",cell,2.0,2024-10-01,Capacity roadmap (Oct 2024),Q3FY26,on-track,low,pv magazine,https://www.pv-magazine.com/2024/10/01/solex-energy-targets-5-gw-of-solar-cell-15-gw-of-panel-manufacturing-capacity-by-2030/,"First 1 GW guided by end-2025 and second 1 GW by end-2026; near-term status unconfirmed. Low confidence."
GAUTAM-CELL-GWALIOR,Gautam Solar,"Gwalior 2 GW TOPCon cell, Phase 1 (Madhya Pradesh)",cell,2.0,2025-09-08,Project announcement (Sep 2025),Q3FY27,on-track,medium,Business Standard,https://www.business-standard.com/companies/news/gautam-solar-invest-rs-4000-cr-5gw-solar-cell-plant-madhya-pradesh-125090800879_1.html,"Phase-1 2 GW of a planned 5 GW TOPCon fab targeted by Dec 2026."
FIRSTSOLAR-CELL-TN,First Solar India,"Sriperumbudur 3.3 GW thin-film (Tamil Nadu)",cell,3.3,2021-07-29,Investment PR (Jul 2021),Q3FY24,on-track,high,First Solar press release,https://www.globenewswire.com/news-release/2021/07/29/2271743/0/en/First-Solar-Intends-to-Expand-Global-Manufacturing-Footprint-with-New-3-3-GW-Facility-in-India.html,"Announced 3.3 GW CdTe thin-film fab with operations expected in H2 2023."
FIRSTSOLAR-CELL-TN,First Solar India,"Sriperumbudur 3.3 GW thin-film (Tamil Nadu)",cell,3.3,2024-01-11,Inauguration (Jan 2024),Q4FY24,commissioned,high,PV Tech,https://www.pv-tech.org/first-solar-inaugurates-3-3gw-manufacturing-plant-in-india/,"Inaugurated Jan 2024, ~1-2 quarters after the H2-2023 target; ramped to ~75% by Feb 2024. Thin-film integrated cell/module."
